型号,brand,index_zol,price,OLED,IP,full_screen,screen_per,screen_size,back_cam_lst,back_cam_num,back_cam_1,back_cam_2,back_cam_3,back_cam_4,back_cam_5,front_cam_lst,front_cam_num,front_cam_1,front_cam_2,front_cam_3,front_cam_4,front_cam_5,CPU_brand,CPU,ram,rom,5G,dpi,ppi,size,device_length,device_width,device_thickness,fingerprint_type,release_date,releaseY,releaseM,wireless_charge,quick_charge,battery_vol
TCL 10（全网通/5G）参数,TCL手机,1307952,,,,1,,,,0,,,,,,,0,,,,,,高通骁龙7系5G手机性能排行>,高通骁龙7系5G手机性能排行>,,,1,,,,,,,侧面指纹 ,2020年>,2020,,,,
TCL 9188参数,TCL手机,31972,,,,,,,,0,,,,,,,0,,,,,,,,,,,单色屏幕720P普清（击败%手机）,,,,,,,2002年04月,2002,04,,,
TCL PLEX（全网通）参数,TCL手机,1291610,,,IP68,,61.89,6.53,4800万像素+1600万像素高清级像素高清像素手机>,2,4800,1600,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙675手机性能排行>,6,128,,1280x720,445ppi,50x97x7.4mm,50,97,7.4,后置指纹 ,2019年>,2019,,,1,3820
TCL 城市猎人2688参数,TCL手机,31974,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；EL背景灯；外屏单色屏幕；七彩背景灯720P普清（击败%手机）,,82.6×43.5×21.2mm,82.6,43.5,21.2,,,,,,,
TCL P689L（电信4G）参数,TCL手机,392372,,,,,71.95,5.5,800万像素>普通级像素高清像素手机>,1,800,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,高通,高通 骁龙410（MSM8916）更多高通 骁龙410（MSM8916）手机>，手机性能排行>,1,8,,1280x720,267ppi,152.1x76.2x7.95mm,152.1,76.2,7.95,,2014年10月,2014,10,,,3300
TCL 富贵龙8198参数,TCL手机,31976,,,,,,,,0,,,,,,,0,,,,,,,,,,,单色屏幕；中文:4行720P普清（击败%手机）,,85.8×42.8×25.4mm,85.8,42.8,25.4,,2002年09月,2002,09,,,
TCL 光芒L618参数,TCL手机,31977,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏65536色彩色屏幕；外屏单色屏幕；中文:1行720P普清（击败%手机）,,84×46×19.5mm,84,46,19.5,,2002年12月,2002,12,,,
TCL 金宝贝6298参数,TCL手机,31980,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；EL背光背景灯;外屏单色屏幕；中文:1行720P普清（击败%手机）,,80×40×23.5mm,80,40,23.5,,2002年04月,2002,04,,,
TCL 海韵3388参数,TCL手机,31978,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；EL背景灯；外屏 中文:2行；EL背景灯720P普清（击败%手机）,,78×40×23.5mm,78,40,23.5,,2002年08月,2002,08,,,
TCL 吉祥凤8298参数,TCL手机,31979,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；外屏中文:1行720P普清（击败%手机）,,85.8×42.8×25.4mm,85.8,42.8,25.4,,2002年09月,2002,09,,,
TCL 大名仕6198参数,TCL手机,31975,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；EL背光背景灯;外屏单色屏幕；中文:1行720P普清（击败%手机）,,80×40×23.5mm,80,40,23.5,,2002年04月,2002,04,,,
TCL 施耐德U3参数,TCL手机,31981,,,,,,,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,256色彩色屏幕720P普清（击败%手机）,,78.5×43×21.5mm,78.5,43,21.5,,2003年05月,2003,05,,,
TCL 灵韵3188+参数,TCL手机,32002,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,78×40×23mm,78,40,23,,2003年05月,2003,05,,,
TCL 博雅2188参数,TCL手机,31973,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；EL背景灯;外屏单色屏幕；中文:2行；EL背景灯720P普清（击败%手机）,,82.6×43.5×21.2mm,82.6,43.5,21.2,,2002年11月,2002,11,,,
TCL 真韵3788参数,TCL手机,32003,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；EL背光背景灯；外屏单色屏幕；中文:2行720P普清（击败%手机）,,80.5×41.5×22.5mm,80.5,41.5,22.5,,2002年11月,2002,11,,,
TCL 儒雅2388参数,TCL手机,32008,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；EL背光背景灯；外屏单色屏幕；中文:2行；EL背景灯720P普清（击败%手机）,,82.6×43.5×21.2mm,82.6,43.5,21.2,,2002年12月,2002,12,,,
TCL 灵韵3188参数,TCL手机,32001,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；104.00×64.00毫米；中文:4行；EL背景灯；外屏单色屏幕；80.00×48.00毫米；中文:2行；EL背景灯720P普清（击败%手机）,,78×40×23mm,78,40,23,,2002年07月,2002,07,,,
TCL 蒙宝欧S500参数,TCL手机,32005,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏；4096色彩色屏幕；128×160,,84.7×46×25.3mm,84.7,46,25.3,,2003年05月,2003,05,,,
TCL 悠韵3988参数,TCL手机,32014,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；外屏单色屏幕；中文:2行720P普清（击败%手机）,,80.5×41.5×22.5mm,80.5,41.5,22.5,,2002年11月,2002,11,,,
TCL 明雅2288参数,TCL手机,32007,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；七色背景灯；外屏单色屏幕；中文:2行；EL背景灯720P普清（击败%手机）,,82.6×43.5×21.2mm,82.6,43.5,21.2,,2002年12月,2002,12,,,
TCL 施耐德 U2参数,TCL手机,31982,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏256色彩色屏幕；101×80,,78.5×43×21.5mm,78.5,43,21.5,,2003年05月,2003,05,,,
TCL 原韵3288参数,TCL手机,32012,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；EL背景灯；外屏单色屏幕；中文:2行；EL背景灯720P普清（击败%手机）,,78×40×23mm,78,40,23,,2002年09月,2002,09,,,
TCL 天璇1828参数,TCL手机,32010,,,,,,,,0,,,,,,,0,,,,,,,,,,,单色屏幕；96×64,,107×43×18mm,107,43,18,,2002年12月,2002,12,,,
TCL U106参数,TCL手机,63360,,,,,,,,0,,,,,,,0,,,,,,,,,,,128×160,,90×39×19mm,90,39,19,,2005年06月,2005,06,,,
TCL 天臻1838参数,TCL手机,32015,,,,,,,,0,,,,,,,0,,,,,,,,,,,单色屏幕720P普清（击败%手机）,,80×42×19.7mm,80,42,19.7,,2002年07月,2002,07,,,
TCL F06参数,TCL手机,97540,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,176×220,,97×45×15mm,97,45,15,,2006年12月,2006,12,,,
TCL C218参数,TCL手机,277260,,,,,,,,0,,,,,,,0,,,,,,,,,,,128x128,,108x46x15.3mm,108,46,15.3,,2011年03月,2011,03,,,
TCL i939参数,TCL手机,39773,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏4096色STN彩色屏幕；128×128,,79.3×46.2×22.2mm,79.3,46.2,22.2,,2003年10月,2003,10,,,
TCL 心韵3688参数,TCL手机,32016,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏单色屏幕；中文:4行；EL背景灯；外屏单色屏幕；中文:4行；EL背景灯720P普清（击败%手机）,,80.5×41.5×22.5mm,80.5,41.5,22.5,,2002年10月,2002,10,,,
TCL Q510参数,TCL手机,39772,,,,,,,,0,,,,,,,0,,,,,,,,,,,彩色屏幕720P普清（击败%手机）,,79×42×16.5mm,79,42,16.5,,2003年12月,2003,12,,,
TCL 1999参数,TCL手机,39776,,1,,,,,,0,,,,,,,0,,,,,,,,,,,内屏 65536色彩色屏幕；外屏OLED冷光彩色屏幕720P普清（击败%手机）,,84.5×46×23mm,84.5,46,23,,2003年10月,2003,10,,,
TCL 718参数,TCL手机,39775,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏65000色彩色屏幕；外屏单色屏幕720P普清（击败%手机）,,83.3×44.2×22.7mm,83.3,44.2,22.7,,2003年11月,2003,11,,,
TCL D208参数,TCL手机,69339,,,,,,,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,128×128,,82.2×48.3×22mm,82.2,48.3,22,,2005年08月,2005,08,,,
TCL E9参数,TCL手机,97541,,,,,,2.2,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,,,,,,240×320,,,,,,,2007年1月,2007,1,,,
TCL V18参数,TCL手机,97542,,,,,,2,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,176×220,88ppi,108×49×8mm,108,49,8,,2007年1月,2007,1,,,
TCL i929参数,TCL手机,39774,,,,,,,,0,,,,,,,0,,,,,,,,,,,内屏4096色STN彩色屏幕；128×128,,79.3×46.2×22.2mm,79.3,46.2,22.2,,2003年10月,2003,10,,,
TCL i310+参数,TCL手机,393946,,,,,25.9,2.4,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,联发科,联发科 MT6260A手机性能排行>,64,128,,320x240,167ppi,112x61.5x12.5mm,112,61.5,12.5,,2014年12月,2014,12,,,1000
TCL D368参数,TCL手机,70089,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
TCL J920参数,TCL手机,365224,,,,,77,5.5,800万像素>普通级像素高清像素手机>,1,800,,,,,30万像素>普通级像素高像素自拍手机>,1,30,,,,,联发科,联发科 MT6582M手机性能排行>,1,4,,960x640,210ppi,150.95x77.5x9.5mm,150.95,77.5,9.5,,2013年,2013,,,,1900
TCL 么么哒3N（M2M/移动4G）参数,TCL手机,393778,,,,,71.67,5.5,1300万像素>高清级像素 样张秀>，高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 MT6752更多联发科 MT6752手机>，手机性能排行>,2,16,,1920x1080,401ppi,152.3x76.4x7.95mm,152.3,76.4,7.95,,2014年12月,2014,12,,,3500
TCL P518L（电信4G）参数,TCL手机,393948,,,,,65.09,5,500万像素普通级像素高清像素手机>,1,500,,,,,30万像素>普通级像素高像素自拍手机>,1,30,,,,,高通,高通 骁龙410（MSM8916）更多高通 骁龙410（MSM8916）手机>，手机性能排行>,512,4,,854x480,196ppi,146x72.5x9.7mm,146,72.5,9.7,,2014年12月,2014,12,,,2000
TCL S600参数,TCL手机,333474,,,,,,4,500万像素普通级像素 样张秀>，高清像素手机>,1,500,,,,,30万像素>普通级像素高像素自拍手机>,1,30,,,,,,,512,4,,800x480,,,,,,,2012年,2012,,,,1500
TCLD668参数,TCL手机,70086,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,176×220,,88×46×25mm,88,46,25,,2005年10月,2005,10,,,
TCL i110参数,TCL手机,365219,,,,,28.07,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,SC6531D手机性能排行>,SC6531D手机性能排行>,4,4,,320x240,167ppi,123.4x51.5x12.3mm,123.4,51.5,12.3,,2013年11月,2013,11,,,850
TCL D628参数,TCL手机,70091,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,176×220,,89.5×45×24.5mm,89.5,45,24.5,,2005年,2005,,,,
TCL D638参数,TCL手机,70094,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
TCL J926T（移动版）参数,TCL手机,365226,,,,,71.28,5.5,800万像素>普通级像素 样张秀>，高清像素手机>,1,800,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,联发科,联发科 MT6582M手机性能排行>,1,4,,960x540,200ppi,150.95x77.5x9.5mm,150.95,77.5,9.5,,2013年,2013,,,,2500
遨游A7（8GB/128GB/全网通）参数,遨游手机,1322286,,,IP68,1,93.9,6.3,4800万像素+1600万像素+800万像素高清级像素高清像素手机>,3,4800,1600,800,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,联发科,联发科 Helio P90手机性能排行>,8,128,,2340x1080,,167x81.7x13.9mm,167,81.7,13.9,侧面指纹 ,2020年01月,2020,01,1,1,5500
TCL S800参数,TCL手机,333470,,,,,,4.3,800万像素>普通级像素 样张秀>，高清像素手机>,1,800,,,,,30万像素>普通级像素高像素自拍手机>,1,30,,,,,联发科,联发科 MT6577更多联发科 MT6577手机>，手机性能排行>,512,4,,800x480,,,,,,,2012年,2012,,,,1800
遨游A6（6GB/128GB/全网通）参数,遨游手机,1296886,,,IP68,1,,6.2,1600万像素+1300万像素高清级像素高清像素手机>,2,1600,1300,,,,,0,,,,,,联发科,联发科 Helio P60手机性能排行>,6,128,,2246x1080,,166x83x13.3mm,166,83,13.3,后置指纹 ,2019年01月>,2019,01,1,,5000
遨游LTE5（6GB/128GB/全网通）参数,遨游手机,1293487,,,IP68,,,5.65,2100万像素高清级像素高清像素手机>,1,2100,,,,,1300万像素>高清级像素高像素自拍手机>,1,1300,,,,,联发科,联发科 MT6763手机性能排行>,6,128,,2160x1080,,182x85.8x21.2mm,182,85.8,21.2,,2019年09月,2019,09,,,8000
遨游M5（6GB/128GB/全网通）参数,遨游手机,1293480,,,IP68,,,5.65,2100万像素高清级像素高清像素手机>,1,2100,,,,,1300万像素>高清级像素高像素自拍手机>,1,1300,,,,,联发科,联发科 MT6763手机性能排行>,6,128,,2160x1080,,182x85.8x21.2mm,182,85.8,21.2,,,,,,,8000
遨游M6（6GB/128GB/全网通）参数,遨游手机,1321966,,,,,,4,高配：2100万像素/低配：1300万像素高清级像素高清像素手机>,2,2100,1300,,,,高配：800万像素/低配：500万像素普通级像素高像素自拍手机>,2,800,500,,,,联发科,联发科 MT6765/MTK6761手机性能排行>,6,128,1,1136x640,,148.8x63.8x28mm,148.8,63.8,28,侧面指纹 ,2020年05月,2020,05,,,2850
遨游A6（6GB/128GB/全网通/防爆版）参数,遨游手机,1297293,,,IP68,1,,6.2,1600万像素+1300万像素高清级像素高清像素手机>,2,1600,1300,,,,,0,,,,,,联发科,联发科 Helio P60手机性能排行>,6,128,,2246x1080,,166x83x13.3mm,166,83,13.3,后置指纹 ,2019年01月>,2019,01,1,,4200
国美Fenmmy Note（4GB RAM/全网通）参数,国美手机手机,1216423,,,,1,76.57,5.99,1300万像素+500万像素高清级像素高清像素手机>,2,1300,500,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6763T手机性能排行>,4,64,,1440x720,269ppi,157.45x76.8x8.65mm,157.45,76.8,8.65,后置指纹 ,2018年05月,2018,05,,,3500
遨游W260（移动/联通2G）参数,遨游手机,1293472,,,IP68,,,2.4,300万像素普通级像素高清像素手机>,1,300,,,,,,0,,,,,,联发科,联发科 MT6261D手机性能排行>,32,32,,240x320,,129x58.7x17.5mm,129,58.7,17.5,,,,,,,4000
遨游M3（4GB/64GB/全网通）参数,遨游手机,1296329,,,IP68,1,,5.65,2100万像素高清级像素高清像素手机>,1,2100,,,,,1300万像素>高清级像素高像素自拍手机>,1,1300,,,,,联发科,"联发科 MT6753
联发科 MTK6771手机性能排行>",4,64,1,2160x1080,,164.8x79.2x18.15mm,164.8,79.2,18.15,侧面指纹 ,2019年01月>,2019,01,,,10300
遨游W509（4GB/64GB/全网通）参数,遨游手机,1297294,,,IP68,1,,5.65,2100万像素高清级像素高清像素手机>,1,2100,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,"联发科 MT6763
联发科 MTK6771手机性能排行>",4,64,1,2160x1080,,164.8x79.2x18.15mm,164.8,79.2,18.15,侧面指纹 ,2019年01月>,2019,01,,,8100
国美C72（全网通）参数,国美手机手机,1231897,,,,1,,5.99,1300万像素+500万像素高清级像素高清像素手机>,2,1300,500,,,,,0,,,,,,,,,,,,,,,,,,2018年>,2018,,,,
国美U7（4GB RAM/全网通）参数,国美手机手机,1205055,,,,1,76.24,5.99,1300万像素>高清级像素 样张秀>，高清像素手机>,1,1300,,,,,双1300万像素高清级像素高像素自拍手机>,1,1300,,,,,联发科,联发科 Helio P25游戏体验 重掉帧(击败39.36%手机)更多联发科 Helio P25手机>，手机性能排行>,4,64,1,2160x1080,403ppi,161.5x75.2x7.5mm,161.5,75.2,7.5,后置指纹 ,2017年12月26日,2017,12,,,3050
国美U9（全网通）参数,国美手机手机,1227196,,,,1,81.93,6.18,1200万像素+500万像素高清级像素高清像素手机>,2,1200,500,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,联发科,联发科 Helio P23手机性能排行>,6,64,1,2246x1080,403ppi,156.1x75.24x7.8mm,156.1,75.24,7.8,后置指纹 ,2018年08月,2018,08,,1,3160
国美Fenmmy Note（3GB RAM/全网通）参数,国美手机手机,1216414,,,,1,76.57,5.99,1300万像素+500万像素高清级像素高清像素手机>,2,1300,500,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6763T手机性能排行>,3,32,,1440x720,269ppi,157.45x76.8x8.65mm,157.45,76.8,8.65,后置指纹 ,2018年05月,2018,05,,,3500
国美U1（3GB RAM/全网通）参数,国美手机手机,1168598,,,,,71.48,5.5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,,,3,32,,1920x1080,401ppi,151.9x76.8x7.9 mm,151.9,76.8,7.9,后置指纹 ,2017年04月>,2017,04,,1,3050
国美U7（6GB RAM/全网通）参数,国美手机手机,1205372,,,,1,76.24,5.99,1300万像素>高清级像素高清像素手机>,1,1300,,,,,双1300万像素高清级像素高像素自拍手机>,1,1300,,,,,联发科,联发科 Helio P25更多联发科 Helio P25手机>，手机性能排行>,6,64,1,2160x1080,403ppi,161.5x75.2x7.5mm,161.5,75.2,7.5,后置指纹 ,2017年12月26日,2017,12,,,3050
国美K1（全网通）参数,国美手机手机,1168597,,,,,72.4,5.2,1600万像素>高清级像素 样张秀>，高清像素手机>,1,1600,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 MT6757游戏体验 重掉帧(击败35.28%手机)手机性能排行>,4,64,,1920x1080,424ppi,145x71x7.6mm,145,71,7.6,前置指纹 ,2017年04月>,2017,04,,1,3500
国美Fenmmy Note（2GB RAM/全网通）参数,国美手机手机,1215415,,,,1,76.57,5.99,1300万像素+500万像素高清级像素高清像素手机>,2,1300,500,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6763T手机性能排行>,2,16,,1440x720,269ppi,157.45x76.8x8.65mm,157.45,76.8,8.65,后置指纹 ,2018年05月,2018,05,,,3500
国美S7（全网通）参数,国美手机手机,1208450,,,,,76.02,5.7,1300万像素+800万像素高清级像素高清像素手机>,2,1300,800,,,,1300万像素>高清级像素高像素自拍手机>,1,1300,,,,,联发科,联发科 MT6750更多联发科 MT6750手机>，手机性能排行>,4,64,,1440x720,282ppi,153.4x71.9x8.9mm,153.4,71.9,8.9,后置指纹 ,2018年04月,2018,04,,,4000
国美S1（全网通）参数,国美手机手机,1177981,,,,,69.6,5.2,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6737更多联发科 MT6737手机>，手机性能排行>,3,32,,1280x720,282ppi,146.3x73.2x8.5mm,146.3,73.2,8.5,后置指纹 ,2017年>,2017,,,,4000
国美荣创L11（移动4G）参数,国美手机手机,1216366,,,,1,29.89,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,展讯,展讯 SC9820手机性能排行>,256,512,,320x240,167ppi,112.6x53x14mm,112.6,53,14,,2018年05月,2018,05,,,2000
国美U7mini（全网通）参数,国美手机手机,1212637,,,,1,73.69,5.47,1300万像素>高清级像素高清像素手机>,1,1300,,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,联发科,联发科 Helio X20手机性能排行>,4,64,,1440x720,294ppi,150.1x69.8x7.9mm,150.1,69.8,7.9,后置指纹 ,2018年05月,2018,05,,,2800
国美U1（4GB RAM/全网通）参数,国美手机手机,1168600,,,,,71.48,5.5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,,,4,64,,1920x1080,401ppi,151.9x76.8x7.9 mm,151.9,76.8,7.9,后置指纹 ,2017年04月>,2017,04,,1,3050
海尔HM-M360参数,海尔手机,1260099,,,,,,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,,,,,,,2018年03月,2018,03,,,1300
海尔M358（移动2G/联通2G）参数,海尔手机,1207726,,,,,,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,167ppi,,,,,,2016年12月>,2016,12,,,1800
海尔L8（全网通）参数,海尔手机,1214435,,,,1,76.14,5.99,1200万像素+200万像素高清级像素高清像素手机>,2,1200,200,,,,800普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙450手机性能排行>,4,64,,2160x1080,403ppi,160x76x8.35mm,160,76,8.35,后置指纹 ,2018年05月,2018,05,,1,4000
海尔V198参数,海尔手机,68588,,,,,,,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,,,106×46×14.5mm,106,46,14.5,,2005年09月,2005,09,,,
海尔M365（移动2G/联通2G）参数,海尔手机,1213135,,,,,,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,167ppi,,,,,,2018年04月,2018,04,,,1100
海尔A6参数,海尔手机,363135,,,,,53.48,4,500万像素普通级像素高清像素手机>,1,500,,,,,,0,,,,,,,,512,4,,800x480,233ppi,130x65.5x11.85mm,130,65.5,11.85,,2013年07月,2013,07,,,2000
海尔M360C参数,海尔手机,1209220,,,,,,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,,,,,,,2018年03月,2018,03,,,1300
海尔V1000参数,海尔手机,39802,,,,,,,,0,,,,,,,0,,,,,,,,,,,128×160,,87.5×47×22.3mm,87.5,47,22.3,,2004年01月,2004,01,,,
海尔N80W参数,海尔手机,303403,,,,,52,3.5,300万像素普通级像素高清像素手机>,1,300,,,,,30万像素>普通级像素高像素自拍手机>,1,30,,,,,高通,高通 骁龙Snapdragon MSM7227T手机性能排行>,256,512,,480x320,165ppi,115x61x13mm,115,61,13,,2012年,2012,,,,1500
海尔M160参数,海尔手机,68585,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,,,,,,,,2005年09月,2005,09,,,
海尔HG-M66参数,海尔手机,97515,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,,,108.5x47.5x16,108.5,47.5,16,,2007年1月,2007,1,,,
海尔V8810参数,海尔手机,66368,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,,,,,,,,2005年8月,2005,8,,,
海尔HG-M66(手写)参数,海尔手机,97516,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,,,108.5x47.5x16mm,108.5,47.5,16,,2007年1月,2007,1,,,
海尔彩智星Z1000参数,海尔手机,38231,,,,,,,,0,,,,,,,0,,,,,,,,,,,128×128,,83.2×44.3×24.4mm,83.2,44.3,24.4,,2003年05月,2003,05,,,
海尔彩智星Z1000M(普通版)参数,海尔手机,38233,,,,,,,,0,,,,,,,0,,,,,,,,,,,128×128,,84×44×23.8mm,84,44,23.8,,2003年09月,2003,09,,,
海尔彩智星Z3000B参数,海尔手机,36691,,,,,,,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,,,76×40×20mm,76,40,20,,2003年11月,2003,11,,,
海尔彩智星3000D参数,海尔手机,40567,,,,,,,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,,,76×40×20mm,76,40,20,,2003年12月,2003,12,,,
海尔A66参数,海尔手机,190268,,,,,36.23,2.4,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,,,,,,320x240,167ppi,100.5x49x15.5mm,100.5,49,15.5,,,,,,,1000
海尔天彩星S2000参数,海尔手机,38232,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,73×41×22.5mm,73,41,22.5,,2003年11月,2003,11,,,
海尔彩智星3600A参数,海尔手机,42705,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,77×42×23.3mm,77,42,23.3,,2004年03月,2004,03,,,
海尔V1100参数,海尔手机,67308,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,79.8×43×20mm,79.8,43,20,,2005年08月,2005,08,,,
海尔H1参数,海尔手机,219048,,,,,,2.4,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,,,,,,,,116x52x13.6mm,116,52,13.6,,,,,,,1200
海尔C330参数,海尔手机,275000,,,,,,,,0,,,,,,,0,,,,,,,,,,,160x128,,108x45x12.5mm,108,45,12.5,,2011年03月,2011,03,,,
海尔彩智星7100参数,海尔手机,42727,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,76×20×40mm,76,20,40,,2004年04月,2004,04,,,
海尔N93参数,海尔手机,125538,,,,,,2.2,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,176×220,80ppi,106×48×15mm,106,48,15,,2007年,2007,,,,800
海尔V988参数,海尔手机,274988,,,,,,,500万像素普通级像素高清像素手机>,1,500,,,,,,0,,,,,,,,,,,800x480,,128.9x69.5x12.8mm,128.9,69.5,12.8,,2011年03月,2011,03,,,
海尔E77参数,海尔手机,125525,,,,,,2.4,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,240×320,100ppi,107×50×15.5mm,107,50,15.5,,2007年,2007,,,,800
海尔智慧眼1000参数,海尔手机,42715,,,,,,,,0,,,,,,,0,,,,,,,,,,,128×160,,87.5×47×22.3mm,87.5,47,22.3,,2004年01月,2004,01,,,
海尔M361参数,海尔手机,307717,,,,,,,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,MST8533C1手机性能排行>,MST8533C1手机性能排行>,,,,432x240,,109x55x13.6mm,109,55,13.6,,2011年,2011,,,,
海尔N88W参数,海尔手机,308528,,,,,,4.3,500万像素普通级像素高清像素手机>,1,500,,,,,30万像素>普通级像素高像素自拍手机>,1,30,,,,,,,512,512,,800x480,,,,,,,2011年12月,2011,12,,,1600
海尔S720参数,海尔手机,274995,,,,,,,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,,95.6x52x13.5mm,95.6,52,13.5,,2011年03月,2011,03,,,
海尔T1100C参数,海尔手机,63172,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,85.7×43.7×21.1mm,85.7,43.7,21.1,,,,,,,
海尔M307参数,海尔手机,189364,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,100.3x41.8x15mm,100.3,41.8,15,,2009年,2009,,,,
海尔M217参数,海尔手机,217490,,,,,16.17,1.5,10万像素普通级像素高清像素手机>,1,10,,,,,,0,,,,,,,,,,,128x128,121ppi,102x44x14.5mm,102,44,14.5,,,,,,,800
海尔D330参数,海尔手机,275868,,,,,,,,0,,,,,,,0,,,,,,,,,,,160x128,,108x46x14.2mm,108,46,14.2,,2011年03月,2011,03,,,
海尔HC-D600参数,海尔手机,189367,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,320x240,,112x52x15mm,112,52,15,,2009年,2009,,,,
